# wltelfit transtelfit wldata fluxdata
1.186535766601562500e+03 9.996110320165306762e-01 1.186535766601562500e+03 9.566088318824768066e-01
1.186541259765625000e+03 9.995479118844193822e-01 1.186541259765625000e+03 9.671136140823364258e-01
1.186546630859375000e+03 9.995200639948299548e-01 1.186546630859375000e+03 9.831596612930297852e-01
1.186552124023437500e+03 9.994958589102846958e-01 1.186552124023437500e+03 9.853082895278930664e-01
1.186557617187500000e+03 9.994404251907685888e-01 1.186557617187500000e+03 9.787617325782775879e-01
1.186562988281250000e+03 9.993576634731515806e-01 1.186562988281250000e+03 9.813176393508911133e-01
1.186568481445312500e+03 9.992501656316874481e-01 1.186568481445312500e+03 9.857305288314819336e-01
1.186573852539062500e+03 9.991115895498333677e-01 1.186573852539062500e+03 9.728119373321533203e-01
1.186579345703125000e+03 9.989292182649788243e-01 1.186579345703125000e+03 9.802261590957641602e-01
1.186584716796875000e+03 9.986823792515651110e-01 1.186584716796875000e+03 9.827920198440551758e-01
1.186590209960937500e+03 9.983345416099200786e-01 1.186590209960937500e+03 9.946954846382141113e-01
1.186595703125000000e+03 9.978251787619585311e-01 1.186595703125000000e+03 9.932332038879394531e-01
1.186601074218750000e+03 9.970446720651251482e-01 1.186601074218750000e+03 9.897601008415222168e-01
1.186606567382812500e+03 9.957908712135215001e-01 1.186606567382812500e+03 1.003949403762817383e+00
1.186611938476562500e+03 9.936517934519457640e-01 1.186611938476562500e+03 9.823503494262695312e-01
1.186617431640625000e+03 9.898040429932896123e-01 1.186617431640625000e+03 9.801604747772216797e-01
1.186622802734375000e+03 9.833861409253814578e-01 1.186622802734375000e+03 9.791046380996704102e-01
1.186628295898437500e+03 9.755656975092871219e-01 1.186628295898437500e+03 9.633682966232299805e-01
1.186633666992187500e+03 9.713739846592849281e-01 1.186633666992187500e+03 9.579206705093383789e-01
1.186639160156250000e+03 9.747688364277961037e-01 1.186639160156250000e+03 9.230333566665649414e-01
1.186644653320312500e+03 9.825050154040924077e-01 1.186644653320312500e+03 9.250568747520446777e-01
1.186650024414062500e+03 9.892061439578010429e-01 1.186650024414062500e+03 9.169948101043701172e-01
1.186655517578125000e+03 9.933345106690073534e-01 1.186655517578125000e+03 9.328813552856445312e-01
1.186660888671875000e+03 9.956341123736121013e-01 1.186660888671875000e+03 9.518203139305114746e-01
1.186666381835937500e+03 9.969523438755153455e-01 1.186666381835937500e+03 9.715896248817443848e-01
1.186671752929687500e+03 9.977598674120894406e-01 1.186671752929687500e+03 9.815424680709838867e-01
1.186677246093750000e+03 9.982853915064341388e-01 1.186677246093750000e+03 9.812577962875366211e-01
1.186682617187500000e+03 9.986445912826645843e-01 1.186682617187500000e+03 9.757729768753051758e-01
1.186688110351562500e+03 9.989003644897299639e-01 1.186688110351562500e+03 9.838660955429077148e-01
1.186693481445312500e+03 9.990883721965990727e-01 1.186693481445312500e+03 9.780621528625488281e-01
1.186698974609375000e+03 9.992282168380238749e-01 1.186698974609375000e+03 9.631743431091308594e-01
1.186704345703125000e+03 9.993281702720470117e-01 1.186704345703125000e+03 9.642155170440673828e-01
1.186709838867187500e+03 9.993997827582425941e-01 1.186709838867187500e+03 9.714120626449584961e-01
1.186715209960937500e+03 9.994666889305908741e-01 1.186715209960937500e+03 9.899995326995849609e-01
1.186720703125000000e+03 9.995217782899658010e-01 1.186720703125000000e+03 9.959412217140197754e-01
1.186726196289062500e+03 9.995277329606618855e-01 1.186726196289062500e+03 9.969083070755004883e-01
1.186731567382812500e+03 9.995006744708249125e-01 1.186731567382812500e+03 1.006430029869079590e+00
1.186737060546875000e+03 9.995310245341116895e-01 1.186737060546875000e+03 9.871203899383544922e-01
1.186742431640625000e+03 9.996171542455316583e-01 1.186742431640625000e+03 9.842802286148071289e-01
1.186747924804687500e+03 9.996768422239052931e-01 1.186747924804687500e+03 9.801854491233825684e-01
1.186753295898437500e+03 9.996982804692707836e-01 1.186753295898437500e+03 9.871611595153808594e-01
1.186758789062500000e+03 9.996988961793540351e-01 1.186758789062500000e+03 9.924229383468627930e-01
1.186764160156250000e+03 9.996802470568364463e-01 1.186764160156250000e+03 1.004622220993041992e+00
1.186769653320312500e+03 9.996273235214506725e-01 1.186769653320312500e+03 1.007239818572998047e+00
1.186775024414062500e+03 9.995024209436688123e-01 1.186775024414062500e+03 1.002543568611145020e+00
1.186780517578125000e+03 9.992654189483183291e-01 1.186780517578125000e+03 1.007556319236755371e+00
1.186785888671875000e+03 9.989964194756191240e-01 1.186785888671875000e+03 1.019946336746215820e+00
1.186791381835937500e+03 9.989342812453244624e-01 1.186791381835937500e+03 1.029171466827392578e+00
1.186796752929687500e+03 9.991402357702229287e-01 1.186796752929687500e+03 1.011691093444824219e+00
1.186802246093750000e+03 9.993864432863087677e-01 1.186802246093750000e+03 1.019308328628540039e+00
1.186807617187500000e+03 9.995182281680720093e-01 1.186807617187500000e+03 1.012883543968200684e+00
1.186813110351562500e+03 9.995459712939832597e-01 1.186813110351562500e+03 9.888999462127685547e-01
1.186818481445312500e+03 9.995025992867163644e-01 1.186818481445312500e+03 9.870894551277160645e-01
1.186823974609375000e+03 9.993851980657221246e-01 1.186823974609375000e+03 9.779666066169738770e-01
1.186829345703125000e+03 9.991425159571870607e-01 1.186829345703125000e+03 9.823573231697082520e-01
1.186834838867187500e+03 9.986278998524172890e-01 1.186834838867187500e+03 9.889858961105346680e-01
1.186840209960937500e+03 9.975378675015352803e-01 1.186840209960937500e+03 1.000180006027221680e+00
1.186845703125000000e+03 9.957163391117004325e-01 1.186845703125000000e+03 9.786972999572753906e-01
1.186851074218750000e+03 9.941091803381054692e-01 1.186851074218750000e+03 9.809041023254394531e-01
1.186856567382812500e+03 9.942843390921187741e-01 1.186856567382812500e+03 9.833781719207763672e-01
1.186861938476562500e+03 9.958851975822800018e-01 1.186861938476562500e+03 9.871253967285156250e-01
1.186867431640625000e+03 9.972287548055684958e-01 1.186867431640625000e+03 9.664427042007446289e-01
1.186872802734375000e+03 9.979585273058243500e-01 1.186872802734375000e+03 9.655739665031433105e-01
1.186878295898437500e+03 9.985912084077263051e-01 1.186878295898437500e+03 9.505174756050109863e-01
1.186883666992187500e+03 9.991105891231332192e-01 1.186883666992187500e+03 9.375380873680114746e-01
1.186889160156250000e+03 9.993736587981334463e-01 1.186889160156250000e+03 9.132035970687866211e-01
1.186894531250000000e+03 9.994599650305192595e-01 1.186894531250000000e+03 8.810375928878784180e-01
1.186900024414062500e+03 9.994439465736071337e-01 1.186900024414062500e+03 8.575394153594970703e-01
1.186905395507812500e+03 9.993198501309934478e-01 1.186905395507812500e+03 8.798599243164062500e-01
1.186910888671875000e+03 9.989990308670928520e-01 1.186910888671875000e+03 9.223496913909912109e-01
1.186916259765625000e+03 9.983161204913740816e-01 1.186916259765625000e+03 9.610399007797241211e-01
1.186921752929687500e+03 9.972833955469979639e-01 1.186921752929687500e+03 9.744632840156555176e-01
1.186927124023437500e+03 9.965483891259730997e-01 1.186927124023437500e+03 9.757980704307556152e-01
1.186932495117187500e+03 9.968606185707347134e-01 1.186932495117187500e+03 9.878236055374145508e-01
1.186937988281250000e+03 9.978994113867081239e-01 1.186937988281250000e+03 9.910140037536621094e-01
1.186943359375000000e+03 9.987905221715975834e-01 1.186943359375000000e+03 1.010927677154541016e+00
1.186948852539062500e+03 9.992755594183579948e-01 1.186948852539062500e+03 1.000162363052368164e+00
1.186954223632812500e+03 9.995212418495028617e-01 1.186954223632812500e+03 1.001461744308471680e+00
1.186959716796875000e+03 9.996518062750305855e-01 1.186959716796875000e+03 9.774141907691955566e-01
1.186965087890625000e+03 9.997202795363849814e-01 1.186965087890625000e+03 9.740751981735229492e-01
1.186970581054687500e+03 9.997535747155283925e-01 1.186970581054687500e+03 9.611608982086181641e-01
1.186975952148437500e+03 9.997639115575499558e-01 1.186975952148437500e+03 9.699016809463500977e-01
1.186981445312500000e+03 9.997717862369530639e-01 1.186981445312500000e+03 9.812213182449340820e-01
1.186986816406250000e+03 9.997874740875032362e-01 1.186986816406250000e+03 9.931617975234985352e-01
1.186992309570312500e+03 9.997946042319176829e-01 1.186992309570312500e+03 1.000074625015258789e+00
1.186997680664062500e+03 9.997860552343866836e-01 1.186997680664062500e+03 9.985067844390869141e-01
1.187003051757812500e+03 9.997627946501392859e-01 1.187003051757812500e+03 9.935061931610107422e-01
1.187008544921875000e+03 9.997182891326890086e-01 1.187008544921875000e+03 9.921317100524902344e-01
1.187013916015625000e+03 9.996322715817693716e-01 1.187013916015625000e+03 9.928729534149169922e-01
1.187019409179687500e+03 9.994576413043628760e-01 1.187019409179687500e+03 9.752463102340698242e-01
1.187024780273437500e+03 9.991320723830987571e-01 1.187024780273437500e+03 9.926168918609619141e-01
1.187030273437500000e+03 9.987143404367669897e-01 1.187030273437500000e+03 9.826020002365112305e-01
1.187035644531250000e+03 9.985059158036601046e-01 1.187035644531250000e+03 9.897558689117431641e-01
1.187041137695312500e+03 9.986847130705857056e-01 1.187041137695312500e+03 9.683559536933898926e-01
1.187046508789062500e+03 9.989622853029165306e-01 1.187046508789062500e+03 9.598710536956787109e-01
1.187051879882812500e+03 9.990034952737845142e-01 1.187051879882812500e+03 9.722983837127685547e-01
1.187057373046875000e+03 9.988282720596001196e-01 1.187057373046875000e+03 9.817055463790893555e-01
1.187062744140625000e+03 9.987436214866762807e-01 1.187062744140625000e+03 9.909111857414245605e-01
1.187068237304687500e+03 9.989219080528191075e-01 1.187068237304687500e+03 9.985730051994323730e-01
1.187073608398437500e+03 9.992257957448686945e-01 1.187073608398437500e+03 9.878245592117309570e-01
1.187079101562500000e+03 9.994648984955158966e-01 1.187079101562500000e+03 9.890885353088378906e-01
1.187084472656250000e+03 9.995801710472438373e-01 1.187084472656250000e+03 9.926955699920654297e-01
1.187089965820312500e+03 9.995962061725527370e-01 1.187089965820312500e+03 9.969882965087890625e-01
1.187095336914062500e+03 9.995373754291716484e-01 1.187095336914062500e+03 1.003541111946105957e+00
1.187100708007812500e+03 9.994344258129235214e-01 1.187100708007812500e+03 1.002482056617736816e+00
1.187106201171875000e+03 9.992313689143539346e-01 1.187106201171875000e+03 9.977608323097229004e-01
1.187111572265625000e+03 9.987034949510368298e-01 1.187111572265625000e+03 9.949820637702941895e-01
1.187117065429687500e+03 9.980178234670484816e-01 1.187117065429687500e+03 9.933347702026367188e-01
1.187122436523437500e+03 9.980287253114634716e-01 1.187122436523437500e+03 9.849406480789184570e-01
1.187127929687500000e+03 9.987207523566223877e-01 1.187127929687500000e+03 9.737604856491088867e-01
1.187133300781250000e+03 9.992665320912847982e-01 1.187133300781250000e+03 9.852391481399536133e-01
1.187138671875000000e+03 9.994818782906712551e-01 1.187138671875000000e+03 9.825757741928100586e-01
1.187144165039062500e+03 9.995453620623402369e-01 1.187144165039062500e+03 9.931082725524902344e-01
1.187149536132812500e+03 9.995565760487801210e-01 1.187149536132812500e+03 9.942646026611328125e-01
1.187155029296875000e+03 9.995448379174614040e-01 1.187155029296875000e+03 1.004937648773193359e+00
1.187160400390625000e+03 9.995141841925019310e-01 1.187160400390625000e+03 9.929565191268920898e-01
1.187165771484375000e+03 9.994619099767673154e-01 1.187165771484375000e+03 9.983164072036743164e-01
1.187171264648437500e+03 9.994013079936536759e-01 1.187171264648437500e+03 9.984831809997558594e-01
1.187176635742187500e+03 9.993355650931432521e-01 1.187176635742187500e+03 9.969156980514526367e-01
1.187182128906250000e+03 9.992188198570274293e-01 1.187182128906250000e+03 9.970142841339111328e-01
1.187187500000000000e+03 9.990081304774627302e-01 1.187187500000000000e+03 9.983369112014770508e-01
1.187192871093750000e+03 9.986891736293900257e-01 1.187192871093750000e+03 1.004671931266784668e+00
1.187198364257812500e+03 9.983262714311748054e-01 1.187198364257812500e+03 1.001654386520385742e+00
1.187203735351562500e+03 9.981814832819286831e-01 1.187203735351562500e+03 1.008572697639465332e+00
1.187209228515625000e+03 9.983787132673882514e-01 1.187209228515625000e+03 1.010344266891479492e+00
1.187214599609375000e+03 9.985909833875887820e-01 1.187214599609375000e+03 1.006952643394470215e+00
1.187219970703125000e+03 9.986030800060475832e-01 1.187219970703125000e+03 1.008469700813293457e+00
1.187225463867187500e+03 9.984292251084475600e-01 1.187225463867187500e+03 1.009768962860107422e+00
1.187230834960937500e+03 9.980302511453825742e-01 1.187230834960937500e+03 1.010484576225280762e+00
1.187236328125000000e+03 9.973635420265547502e-01 1.187236328125000000e+03 1.003237009048461914e+00
1.187241699218750000e+03 9.965922824882263997e-01 1.187241699218750000e+03 1.007309317588806152e+00
1.187247070312500000e+03 9.958462334314331921e-01 1.187247070312500000e+03 9.818905591964721680e-01
1.187252563476562500e+03 9.945131085399584459e-01 1.187252563476562500e+03 9.847145080566406250e-01
1.187257934570312500e+03 9.915652212227782369e-01 1.187257934570312500e+03 9.938689470291137695e-01
1.187263427734375000e+03 9.870814860440737526e-01 1.187263427734375000e+03 9.996068477630615234e-01
1.187268798828125000e+03 9.835279265380880709e-01 1.187268798828125000e+03 1.001114368438720703e+00
1.187274169921875000e+03 9.837308632168122458e-01 1.187274169921875000e+03 9.912272095680236816e-01
1.187279663085937500e+03 9.872911731858120543e-01 1.187279663085937500e+03 9.833765029907226562e-01
1.187285034179687500e+03 9.911794371209412535e-01 1.187285034179687500e+03 9.987935423851013184e-01
1.187290527343750000e+03 9.936210523017847684e-01 1.187290527343750000e+03 1.000525593757629395e+00
1.187295898437500000e+03 9.947012392162037919e-01 1.187295898437500000e+03 1.018963575363159180e+00
1.187301269531250000e+03 9.949500069154070259e-01 1.187301269531250000e+03 1.011907339096069336e+00
1.187306762695312500e+03 9.946926085313291255e-01 1.187306762695312500e+03 1.006998300552368164e+00
1.187312133789062500e+03 9.940410845156452124e-01 1.187312133789062500e+03 1.008839130401611328e+00
1.187317504882812500e+03 9.932451083597745312e-01 1.187317504882812500e+03 1.002061367034912109e+00
1.187322998046875000e+03 9.924485877992524907e-01 1.187322998046875000e+03 1.021488547325134277e+00
1.187328369140625000e+03 9.914168786678048129e-01 1.187328369140625000e+03 1.010754346847534180e+00
1.187333862304687500e+03 9.897390978762742320e-01 1.187333862304687500e+03 9.954832792282104492e-01
1.187339233398437500e+03 9.869394936700151000e-01 1.187339233398437500e+03 1.013998031616210938e+00
1.187344604492187500e+03 9.823477652093601797e-01 1.187344604492187500e+03 1.000643610954284668e+00
1.187350097656250000e+03 9.745856494767995981e-01 1.187350097656250000e+03 9.995023012161254883e-01
1.187355468750000000e+03 9.609778242954714056e-01 1.187355468750000000e+03 9.847679734230041504e-01
1.187360839843750000e+03 9.371428675873166858e-01 1.187360839843750000e+03 9.539613723754882812e-01
1.187366333007812500e+03 9.016080229267774415e-01 1.187366333007812500e+03 9.139212965965270996e-01
1.187371704101562500e+03 8.680690056916401387e-01 1.187371704101562500e+03 9.082261323928833008e-01
1.187377075195312500e+03 8.608824261157538293e-01 1.187377075195312500e+03 9.242160320281982422e-01
1.187382568359375000e+03 8.833271253627176245e-01 1.187382568359375000e+03 9.584378004074096680e-01
1.187387939453125000e+03 9.119950829156117100e-01 1.187387939453125000e+03 9.727504253387451172e-01
1.187393310546875000e+03 9.319041326992147933e-01 1.187393310546875000e+03 9.830377697944641113e-01
1.187398803710937500e+03 9.467115171600984924e-01 1.187398803710937500e+03 9.792561531066894531e-01
1.187404174804687500e+03 9.615991926898539433e-01 1.187404174804687500e+03 9.934175610542297363e-01
1.187409667968750000e+03 9.746906573873012070e-01 1.187409667968750000e+03 9.836770296096801758e-01
1.187415039062500000e+03 9.833076575428356669e-01 1.187415039062500000e+03 9.978965520858764648e-01
1.187420410156250000e+03 9.882671694495811510e-01 1.187420410156250000e+03 9.876124858856201172e-01
1.187425903320312500e+03 9.912142140686255321e-01 1.187425903320312500e+03 1.008943200111389160e+00
1.187431274414062500e+03 9.930756968187176570e-01 1.187431274414062500e+03 1.020690917968750000e+00
1.187436645507812500e+03 9.942992311802990590e-01 1.187436645507812500e+03 1.005378723144531250e+00
1.187442138671875000e+03 9.950053739025896959e-01 1.187442138671875000e+03 1.012823224067687988e+00
1.187447509765625000e+03 9.951133106922062099e-01 1.187447509765625000e+03 1.009650588035583496e+00
1.187452880859375000e+03 9.949374851122443353e-01 1.187452880859375000e+03 1.002966880798339844e+00
1.187458374023437500e+03 9.953533743872818862e-01 1.187458374023437500e+03 9.992055892944335938e-01
1.187463745117187500e+03 9.962512796342143373e-01 1.187463745117187500e+03 9.898201227188110352e-01
1.187469116210937500e+03 9.966806002879577964e-01 1.187469116210937500e+03 9.762669801712036133e-01
1.187474609375000000e+03 9.963069311918781867e-01 1.187474609375000000e+03 9.780663251876831055e-01
1.187479980468750000e+03 9.957378031826354947e-01 1.187479980468750000e+03 9.980408549308776855e-01
1.187485351562500000e+03 9.958045341173609177e-01 1.187485351562500000e+03 9.994021058082580566e-01
1.187490844726562500e+03 9.964733077317678989e-01 1.187490844726562500e+03 1.019801855087280273e+00
1.187496215820312500e+03 9.972754067289884006e-01 1.187496215820312500e+03 1.018860340118408203e+00
1.187501586914062500e+03 9.979028826360033522e-01 1.187501586914062500e+03 1.019325017929077148e+00
1.187507080078125000e+03 9.983659450590145479e-01 1.187507080078125000e+03 1.006056070327758789e+00
1.187512451171875000e+03 9.986930305116463735e-01 1.187512451171875000e+03 9.985383152961730957e-01
1.187517822265625000e+03 9.988852133348383733e-01 1.187517822265625000e+03 9.889422059059143066e-01
1.187523315429687500e+03 9.989923731542706964e-01 1.187523315429687500e+03 9.742656946182250977e-01
1.187528686523437500e+03 9.990543489252311504e-01 1.187528686523437500e+03 9.560831785202026367e-01
1.187534057617187500e+03 9.991081148249046917e-01 1.187534057617187500e+03 9.477219581604003906e-01
1.187539550781250000e+03 9.991669077966470747e-01 1.187539550781250000e+03 9.667868614196777344e-01
1.187544921875000000e+03 9.992097692364422246e-01 1.187544921875000000e+03 9.613372087478637695e-01
1.187550292968750000e+03 9.992313259225958921e-01 1.187550292968750000e+03 9.567072987556457520e-01
1.187555664062500000e+03 9.992348767795321551e-01 1.187555664062500000e+03 9.126238822937011719e-01
1.187561157226562500e+03 9.992104029701396328e-01 1.187561157226562500e+03 8.974265456199645996e-01
1.187566528320312500e+03 9.991306052443656993e-01 1.187566528320312500e+03 9.150872230529785156e-01
1.187571899414062500e+03 9.989766954158979528e-01 1.187571899414062500e+03 9.463058710098266602e-01
1.187577392578125000e+03 9.986852613545984525e-01 1.187577392578125000e+03 9.779655933380126953e-01
1.187582763671875000e+03 9.979910522592316813e-01 1.187582763671875000e+03 9.896632432937622070e-01
1.187588134765625000e+03 9.969036190689756216e-01 1.187588134765625000e+03 9.801735877990722656e-01
1.187593627929687500e+03 9.964215347549342239e-01 1.187593627929687500e+03 9.885224103927612305e-01
1.187598999023437500e+03 9.970973582335413976e-01 1.187598999023437500e+03 9.819865822792053223e-01
1.187604370117187500e+03 9.978995333629293585e-01 1.187604370117187500e+03 9.680608510971069336e-01
1.187609863281250000e+03 9.980799297421105720e-01 1.187609863281250000e+03 9.811263084411621094e-01
1.187615234375000000e+03 9.976686975661526180e-01 1.187615234375000000e+03 9.871621131896972656e-01
1.187620605468750000e+03 9.966347410773344073e-01 1.187620605468750000e+03 9.770586490631103516e-01
1.187625976562500000e+03 9.947593697384042866e-01 1.187625976562500000e+03 9.562321305274963379e-01
1.187631469726562500e+03 9.923859585080531120e-01 1.187631469726562500e+03 9.153020977973937988e-01
1.187636840820312500e+03 9.911106990697280406e-01 1.187636840820312500e+03 8.980625271797180176e-01
1.187642211914062500e+03 9.921383915315210578e-01 1.187642211914062500e+03 8.647140264511108398e-01
1.187647705078125000e+03 9.944355198595178358e-01 1.187647705078125000e+03 8.215656280517578125e-01
1.187653076171875000e+03 9.963573008509057916e-01 1.187653076171875000e+03 7.648417949676513672e-01
1.187658447265625000e+03 9.974701875418561237e-01 1.187658447265625000e+03 6.638416051864624023e-01
1.187663818359375000e+03 9.979578641374612369e-01 1.187663818359375000e+03 5.446759462356567383e-01
1.187669311523437500e+03 9.979291451868171903e-01 1.187669311523437500e+03 4.498492479324340820e-01
1.187674682617187500e+03 9.973617101096906579e-01 1.187674682617187500e+03 4.397517442703247070e-01
1.187680053710937500e+03 9.965176998888821691e-01 1.187680053710937500e+03 5.007120370864868164e-01
1.187685546875000000e+03 9.962715222811944216e-01 1.187685546875000000e+03 5.856988430023193359e-01
1.187690917968750000e+03 9.969991743551944730e-01 1.187690917968750000e+03 6.500783562660217285e-01
1.187696289062500000e+03 9.979587476915611211e-01 1.187696289062500000e+03 7.124893665313720703e-01
1.187701660156250000e+03 9.985720084937836916e-01 1.187701660156250000e+03 7.614345550537109375e-01
1.187707153320312500e+03 9.988379488036317477e-01 1.187707153320312500e+03 8.333111405372619629e-01
1.187712524414062500e+03 9.989559786443092948e-01 1.187712524414062500e+03 8.838198184967041016e-01
1.187717895507812500e+03 9.990354277355909529e-01 1.187717895507812500e+03 9.284613132476806641e-01
